Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1354387,Credit card,,Billing disputes,,TX,79925,Web,4/30/2015,5/4/2015,Bank of America,In progress,Yes,
1355562,Debt collection,,Improper contact or sharing of info,Talked to a third party about my debt,TX,77085,Web,4/30/2015,4/30/2015,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,
1355624,Credit card,,Late fee,,VA,22401,Web,4/30/2015,5/4/2015,JPMorgan Chase,Closed with non-monetary relief,Yes,
1355586,Credit card,,Advertising and marketing,,MI,48066,Referral,4/30/2015,5/5/2015,Capital One,Closed with explanation,Yes,
1357388,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TX,76036,Referral,4/30/2015,5/4/2015,Citibank,Closed,Yes,
1354343,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,NH,3077,Web,4/30/2015,4/30/2015,Dovenmuehle Mortgage Inc.,Closed with explanation,Yes,
1354366,Debt collection,Credit card,Communication tactics,Threatened to take legal action,TX,77339,Phone,4/30/2015,5/4/2015,Sterling Jewelers Inc.,In progress,Yes,
1354892,Credit card,,Identity theft / Fraud / Embezzlement,,NY,13685,Web,4/30/2015,4/30/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,
1354779,Payday loan,,Charged fees or interest I didn't expect,,MN,55421,Phone,4/30/2015,5/4/2015,Red Rock Tribal Lending,Closed with explanation,Yes,
1354487,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,AL,35244,Web,4/30/2015,4/30/2015,Wells Fargo,In progress,Yes,
1355509,Credit card,,Credit line increase/decrease,,NY,11385,Phone,4/30/2015,5/4/2015,JPMorgan Chase,Closed with explanation,Yes,
1355609,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,WA,98133,Web,4/30/2015,4/30/2015,"I.Q. Data International, Inc.",Closed with explanation,Yes,
1355642,Mortgage,Conventional fixed mortgage,Settlement process and costs,,NY,11207,Web,4/30/2015,4/30/2015,Wells Fargo,In progress,Yes,
1354477,Credit reporting,,Incorrect information on credit report,Account terms,AE,9096,Web,4/30/2015,4/30/2015,TransUnion,In progress,Yes,
1353952,Credit reporting,,Incorrect information on credit report,Public record,OH,44039,Web,4/30/2015,4/30/2015,TransUnion,Closed with explanation,Yes,Yes
1355004,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,NY,11590,Web,4/30/2015,4/30/2015,Wells Fargo,Closed with explanation,Yes,
1355345,Bank account or service,Checking account,"Account opening, closing, or management",,,93613,Phone,4/30/2015,5/1/2015,Bank of America,In progress,Yes,
1354950,Other financial service,Check cashing,Unexpected/Other fees,,ME,4243,Referral,4/30/2015,5/4/2015,TD Bank,Closed with explanation,Yes,Yes
1355357,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,KS,67052,Phone,4/30/2015,5/5/2015,Sterling Jewelers Inc.,In progress,Yes,
1354055,Credit card,,Advertising and marketing,,MD,20814,Web,4/30/2015,5/4/2015,U.S. Bancorp,Closed with explanation,Yes,
1354552,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,IL,60045,Web,4/30/2015,4/30/2015,"I.C. System, Inc.",Closed with explanation,Yes,
1353978,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,IL,60619,Web,4/30/2015,4/30/2015,COLLECTION PROFESSIONALS INC (Illinois),Closed with non-monetary relief,Yes,
1353953,Credit reporting,,Incorrect information on credit report,Public record,OH,44039,Web,4/30/2015,4/30/2015,Equifax,In progress,Yes,
1355363,Credit card,,Rewards,,CA,90035,Web,4/30/2015,4/30/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,
1354372,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,MI,48201,Web,4/30/2015,4/30/2015,Gila LLC,Closed with explanation,Yes,
1355924,Bank account or service,Other bank product/service,"Account opening, closing, or management",,IL,60143,Web,4/30/2015,5/1/2015,Bank of America,In progress,Yes,
1355008,Debt collection,,Communication tactics,Used obscene/profane/abusive language,CA,93444,Web,4/30/2015,4/30/2015,"CashCall, Inc.",Closed with explanation,Yes,Yes
1354067,Credit reporting,,Incorrect information on credit report,Account terms,CA,93292,Web,4/30/2015,4/30/2015,Experian,Closed with explanation,Yes,
1354952,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,TN,38128,Web,4/30/2015,4/30/2015,Bank of America,In progress,Yes,
1355271,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,33317,Web,4/30/2015,4/30/2015,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
1355689,Bank account or service,Other bank product/service,Deposits and withdrawals,,MD,21133,Web,4/30/2015,4/30/2015,M&T Bank,Closed with explanation,Yes,
1355088,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,VA,22193,Web,4/30/2015,5/4/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1354054,Credit reporting,,Incorrect information on credit report,Public record,CA,95033,Web,4/30/2015,4/30/2015,TransUnion,In progress,Yes,
1355356,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,KS,67052,Phone,4/30/2015,5/4/2015,"Regional Acquisition Group, Inc.",Closed with explanation,Yes,
1355620,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,LA,70112,Web,4/30/2015,4/30/2015,Bank of America,In progress,Yes,
1355732,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79404,Web,4/30/2015,5/4/2015,Experian,In progress,Yes,
1355623,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,33025,Web,4/30/2015,4/30/2015,Ocwen,Closed with explanation,Yes,
1355467,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,TX,75409,Web,4/30/2015,5/4/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1354785,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,NC,23576,Web,4/30/2015,5/4/2015,Equifax,Closed with explanation,Yes,
1354694,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,IL,60540,Web,4/30/2015,4/30/2015,TransUnion,Closed with explanation,Yes,
1355403,Consumer loan,Vehicle loan,Problems when you are unable to pay,,IN,46112,Web,4/30/2015,4/30/2015,GM Financial,Closed with explanation,Yes,
1354382,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,93555,Referral,4/30/2015,5/4/2015,Transworld Systems Inc.,Closed with explanation,Yes,
1355865,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NY,11238,Web,4/30/2015,5/5/2015,M.A.R.S. Inc.,Closed with explanation,Yes,
1354338,Credit reporting,,Incorrect information on credit report,Information is not mine,MS,38828,Web,4/30/2015,4/30/2015,TransUnion,Closed with explanation,Yes,
1354452,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,FL,34953,Web,4/30/2015,5/4/2015,TransUnion,Closed with explanation,Yes,
1356105,Credit card,,Advertising and marketing,,IL,61704,Web,4/30/2015,5/1/2015,Amex,Closed with explanation,Yes,
1355396,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,CA,90010,Web,4/30/2015,5/6/2015,Equifax,Closed with explanation,Yes,
1354077,Credit card,,Identity theft / Fraud / Embezzlement,,NE,68978,Web,4/30/2015,5/4/2015,JPMorgan Chase,Closed with explanation,Yes,
1354044,Credit reporting,,Incorrect information on credit report,Account status,FL,33904,Web,4/30/2015,4/30/2015,Equifax,Closed with explanation,Yes,
1355864,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,92691,Web,4/30/2015,4/30/2015,Wells Fargo,Closed with explanation,Yes,
1355616,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NY,11216,Web,4/30/2015,5/5/2015,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
1354771,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NJ,8540,Web,4/30/2015,4/30/2015,Navient,Closed with explanation,Yes,
1355472,Credit reporting,,Incorrect information on credit report,Account terms,NC,27801,Web,4/30/2015,5/7/2015,Experian,In progress,Yes,
1356111,Debt collection,,Communication tactics,Called outside of 8am-9pm,TX,77088,Web,4/30/2015,5/1/2015,"The CBE Group, Inc.",Closed with explanation,Yes,
1355348,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,92555,Web,4/30/2015,4/30/2015,Nationstar Mortgage,Closed with explanation,Yes,
1356109,Debt collection,Non-federal student loan,Improper contact or sharing of info,Contacted me instead of my attorney,IL,61604,Web,4/30/2015,5/1/2015,"Blitt and Gaines, P.C.",Closed with explanation,Yes,
1354064,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,75061,Web,4/30/2015,4/30/2015,Wells Fargo,In progress,Yes,
1356184,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,AZ,85295,Referral,4/30/2015,5/4/2015,Prospect Mortgage,In progress,Yes,
1355687,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,95476,Phone,4/30/2015,5/4/2015,JPMorgan Chase,In progress,Yes,
1355590,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,VA,22033,Web,4/30/2015,4/30/2015,"American Collections Enterprise, Inc.",Closed with explanation,Yes,Yes
1354570,Credit card,,Closing/Cancelling account,,GA,30154,Web,4/30/2015,5/4/2015,Fifth Third Bank,Closed with explanation,Yes,
1355445,Bank account or service,Checking account,Deposits and withdrawals,,CA,94608,Phone,4/30/2015,5/4/2015,JPMorgan Chase,Closed with explanation,Yes,
1354292,Bank account or service,Other bank product/service,"Account opening, closing, or management",,FL,32771,Web,4/30/2015,4/30/2015,TD Bank,Closed with explanation,Yes,
1355463,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,MD,20743,Web,4/30/2015,4/30/2015,Nationstar Mortgage,Closed with explanation,Yes,
1355473,Credit reporting,,Incorrect information on credit report,Account terms,NC,27801,Web,4/30/2015,5/5/2015,Experian,In progress,Yes,
1355735,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,NV,89129,Web,4/30/2015,5/4/2015,Nationstar Mortgage,Closed with explanation,Yes,
1355700,Credit card,,Credit card protection / Debt protection,,WA,98273,Web,4/30/2015,5/5/2015,GE Capital Retail,Closed with explanation,Yes,
1355265,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,GA,30080,Phone,4/30/2015,5/4/2015,"Gulf Coast Collection Bureau, Inc.",Closed with explanation,Yes,Yes
1355664,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,MS,39322,Referral,4/30/2015,5/4/2015,Capital One,Closed,Yes,
1354462,Debt collection,,Communication tactics,Frequent or repeated calls,MD,21214,Phone,4/30/2015,5/4/2015,Transworld Systems Inc.,In progress,Yes,
1353976,Consumer loan,Vehicle loan,Managing the loan or lease,,MD,21009,Fax,4/30/2015,5/4/2015,Santander Consumer USA,Closed with explanation,Yes,
1356128,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,PA,15205,Web,4/30/2015,5/1/2015,"Credit Protection Association, L.P.",In progress,Yes,
1355641,Credit reporting,,Incorrect information on credit report,Account status,TX,76049,Referral,4/30/2015,5/4/2015,TransUnion,Closed with explanation,Yes,
1355307,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CT,6033,Web,4/30/2015,4/30/2015,"I.C. System, Inc.",Closed with explanation,Yes,
1354824,Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,FL,32256,Web,4/30/2015,4/30/2015,Capital One,In progress,Yes,
1355566,Credit card,,Advertising and marketing,,TX,78254,Web,4/30/2015,4/30/2015,Discover,In progress,Yes,
1354102,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,CA,90731,Web,4/30/2015,4/30/2015,Citibank,Closed with explanation,Yes,
1354221,Debt collection,Credit card,Taking/threatening an illegal action,Attempted to/Collected exempt funds,CA,90805,Web,4/30/2015,4/30/2015,GE Capital Retail,Closed with explanation,Yes,
1357346,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,90303,Web,4/30/2015,5/1/2015,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
1355093,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,DC,20020,Web,4/30/2015,4/30/2015,Citibank,Closed with explanation,Yes,
1355440,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,93308,Web,4/30/2015,4/30/2015,Seterus,In progress,Yes,
1355628,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,TX,78232,Web,4/30/2015,4/30/2015,Discover,In progress,Yes,
1355184,Credit reporting,,Incorrect information on credit report,Account status,VA,20105,Web,4/30/2015,4/30/2015,TransUnion,Closed with explanation,Yes,Yes
1355738,Credit card,,Credit determination,,VA,20111,Web,4/30/2015,4/30/2015,Capital One,In progress,Yes,
1356092,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,NM,87501,Web,4/30/2015,5/1/2015,"Walter Lee & Associates, LLC",Closed with explanation,Yes,
1354982,Bank account or service,Checking account,Deposits and withdrawals,,NC,28372,Referral,4/30/2015,5/1/2015,BB&T Financial,Closed with explanation,Yes,
1354247,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,CA,94518,Web,4/30/2015,4/30/2015,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,Yes
1355183,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,IN,47403,Referral,4/30/2015,5/4/2015,Nationstar Mortgage,Closed with explanation,Yes,
1354047,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,33173,Web,4/30/2015,4/30/2015,"Fay Servicing, LLC",Closed with explanation,Yes,
1355931,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,WI,53182,Web,4/30/2015,5/4/2015,Unified Global Group,Closed with explanation,Yes,
1355157,Student loan,Non-federal student loan,Can't repay my loan,,AZ,85711,Referral,4/30/2015,5/4/2015,Navient,Closed with explanation,Yes,
1356075,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,78703,Web,4/30/2015,5/1/2015,"CCS Financial Services, Inc.",Closed with explanation,Yes,
1354798,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,NY,14845,Web,4/30/2015,5/4/2015,"The CMI Group, Inc.",Closed with non-monetary relief,Yes,
1355489,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,MO,63113,Web,4/30/2015,4/30/2015,Specialized Loan Servicing LLC,Closed with explanation,Yes,
1354647,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MD,20695,Referral,4/30/2015,5/4/2015,Bank of America,In progress,Yes,
1354049,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,FL,32207,Web,4/30/2015,4/30/2015,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
1355419,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,GA,30311,Web,4/30/2015,4/30/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1356062,Credit card,,Other fee,,NY,10029,Web,4/30/2015,5/1/2015,Bank of America,In progress,Yes,
1356063,Debt collection,Medical,Communication tactics,Used obscene/profane/abusive language,ID,83705,Web,4/30/2015,5/1/2015,Collection Bureau Incorporated,Closed with explanation,Yes,Yes
1355324,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,TX,78242,Web,4/30/2015,4/30/2015,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,
1354248,Credit card,,Advertising and marketing,,CA,94115,Web,4/30/2015,4/30/2015,U.S. Bancorp,Closed with explanation,Yes,
1355466,Credit reporting,,Incorrect information on credit report,Public record,MI,48221,Web,4/30/2015,5/5/2015,GE Capital Retail,Closed with explanation,Yes,
1355653,Consumer loan,Vehicle loan,Taking out the loan or lease,,NJ,8701,Web,4/30/2015,4/30/2015,Capital One,In progress,Yes,
1354795,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,NY,14845,Web,4/30/2015,4/30/2015,"Solomon and Solomon, P.C.",Closed with non-monetary relief,Yes,
1354397,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,FL,32174,Referral,4/30/2015,5/4/2015,Encore Capital Group,Closed with explanation,Yes,
1355713,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Impersonated an attorney or official,NC,27012,Web,4/30/2015,5/14/2015,"Barrett Asset Recovery Services, LLC.",Closed with non-monetary relief,Yes,
1353966,Credit reporting,,Incorrect information on credit report,Account status,MD,20906,Web,4/30/2015,5/4/2015,Experian,In progress,Yes,
1355604,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,IL,60441,Web,4/30/2015,4/30/2015,Statebridge Company,Closed with explanation,Yes,
1354416,Credit card,,Late fee,,NE,68142,Web,4/30/2015,4/30/2015,Bank of America,In progress,Yes,
1355064,Credit card,,Credit determination,,MA,2072,Web,4/30/2015,4/30/2015,Capital One,In progress,Yes,
1355139,Credit card,,Other,,AL,36606,Web,4/30/2015,4/30/2015,JPMorgan Chase,Closed with explanation,Yes,
1355164,Credit card,,Other,,VA,22310,Web,4/30/2015,4/30/2015,Bank of America,Closed with explanation,Yes,Yes
1355098,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,NY,14025,Web,4/30/2015,4/30/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1355267,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,WY,,Web,4/30/2015,4/30/2015,"Green Tree Servicing, LLC",In progress,Yes,
1354050,Credit card,,APR or interest rate,,NM,87144,Web,4/30/2015,4/30/2015,Citibank,Closed with explanation,Yes,
1355365,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CO,80134,Referral,4/30/2015,5/4/2015,PHH Mortgage,Closed with explanation,Yes,
1355468,Prepaid card,General purpose card,Fraud or scam,,CA,94556,Web,4/30/2015,5/5/2015,Blackhawk Network Holdings Inc.,Closed with explanation,Yes,
1354390,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,MD,20772,Referral,4/30/2015,5/4/2015,Navy FCU,In progress,Yes,
1354347,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,TN,37874,Referral,4/30/2015,5/4/2015,"Brock & Scott, PLLC",Closed with explanation,Yes,
1355587,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NY,13901,Web,4/30/2015,5/4/2015,Experian,Closed with explanation,Yes,
1355221,Credit card,,Billing statement,,NY,14616,Referral,4/30/2015,5/4/2015,KeyBank NA,Closed with explanation,Yes,
1354373,Debt collection,,Improper contact or sharing of info,Contacted me after I asked not to,PA,16127,Web,4/30/2015,4/30/2015,"Admin Recovery, LLC",Closed with explanation,Yes,Yes
1355726,Bank account or service,Checking account,Using a debit or ATM card,,NY,10467,Web,4/30/2015,4/30/2015,TD Bank,Closed with explanation,Yes,
1354076,Credit card,,Identity theft / Fraud / Embezzlement,,NE,68978,Web,4/30/2015,4/30/2015,U.S. Bancorp,Closed with explanation,Yes,
1356058,Bank account or service,Savings account,"Account opening, closing, or management",,CA,93240,Web,4/30/2015,5/1/2015,Bank of America,Closed with explanation,Yes,
1355311,Credit reporting,,Incorrect information on credit report,Public record,IN,47854,Web,4/30/2015,5/4/2015,Citibank,Closed with non-monetary relief,Yes,
1355500,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,IL,60646,Web,4/30/2015,4/30/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,
1355416,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,VA,22405,Referral,4/30/2015,5/4/2015,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,Yes
1355250,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,GA,31322,Web,4/30/2015,4/30/2015,"Credit Bureau Systems, Inc.",Closed with explanation,Yes,Yes
1354490,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,OH,44077,Web,4/30/2015,4/30/2015,"Expert Global Solutions, Inc.",Closed with explanation,Yes,Yes
1353398,Money transfers,Domestic (US) money transfer,Money was not available when promised,,WV,26505,Web,4/29/2015,5/4/2015,MoneyGram,In progress,Yes,
1352865,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,WI,53108,Web,4/29/2015,4/29/2015,U.S. Bancorp,Closed with explanation,Yes,
1354239,Debt collection,Auto,Taking/threatening an illegal action,Seized/Attempted to seize property,MN,55117,Web,4/29/2015,4/30/2015,Santander Consumer USA,Closed with explanation,Yes,
1353927,Student loan,Non-federal student loan,Can't repay my loan,,WA,98092,Web,4/29/2015,4/29/2015,Navient,Closed with explanation,Yes,
1353688,Credit reporting,,Incorrect information on credit report,Account status,CO,80010,Fax,4/29/2015,5/7/2015,TransUnion,Closed with explanation,Yes,
1353119,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,CO,81620,Web,4/29/2015,4/29/2015,Citibank,In progress,Yes,
1352573,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,NV,89143,Web,4/29/2015,4/29/2015,"Nevada Credico, Inc.",Closed with explanation,Yes,Yes
1352906,Credit reporting,,Incorrect information on credit report,Information is not mine,NC,27295,Web,4/29/2015,4/29/2015,Experian,Closed with explanation,Yes,
1352689,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,FL,34787,Web,4/29/2015,4/29/2015,West Corporation,Closed with explanation,Yes,
1353078,Debt collection,Mortgage,Communication tactics,Used obscene/profane/abusive language,TN,38114,Web,4/29/2015,4/29/2015,"Dyck-O'Neal, Inc.",Closed with explanation,Yes,
1351885,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,NJ,7860,Web,4/29/2015,4/29/2015,"Daniels Norelli Scully & Cecere, P.C.",Closed with explanation,Yes,
1352576,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NY,10924,Referral,4/29/2015,5/1/2015,Ocwen,Closed with explanation,Yes,
1353601,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,TX,76060,Web,4/29/2015,4/29/2015,Navient,In progress,Yes,
1353428,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NJ,7039,Web,4/29/2015,4/29/2015,Wells Fargo,In progress,Yes,
1352341,Credit card,,Payoff process,,TN,37363,Web,4/29/2015,4/29/2015,Discover,Closed with explanation,Yes,
1351892,Credit reporting,,Incorrect information on credit report,Account status,TX,75070,Web,4/29/2015,4/29/2015,TransUnion,Closed with explanation,Yes,
1352317,Bank account or service,Checking account,"Account opening, closing, or management",,CA,92175,Web,4/29/2015,4/29/2015,Union Bank,Closed with explanation,Yes,Yes
1352404,Bank account or service,Checking account,"Account opening, closing, or management",,MN,55401,Web,4/29/2015,4/29/2015,U.S. Bancorp,In progress,Yes,
1353416,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,NV,,Web,4/29/2015,4/29/2015,Experian,Closed with explanation,Yes,
1353697,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,NC,27896,Web,4/29/2015,4/29/2015,"Credence Resource Management, LLC",Closed with explanation,Yes,
1352152,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,MN,55376,Web,4/29/2015,5/1/2015,JPMorgan Chase,Closed with explanation,Yes,
1352205,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,78741,Web,4/29/2015,4/29/2015,JPMorgan Chase,Closed with explanation,Yes,
1352493,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,CA,90731,Web,4/29/2015,4/29/2015,"United Collection Bureau, Inc.",Closed with explanation,Yes,Yes
1353565,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,90017,Web,4/29/2015,4/29/2015,Equifax,In progress,Yes,
1352164,Credit card,,Billing disputes,,PA,19010,Web,4/29/2015,5/1/2015,Amex,Closed with explanation,Yes,
1355634,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,AL,35040,Web,4/29/2015,4/30/2015,Alabama Housing Finance Authority,Closed with explanation,Yes,
1351921,Debt collection,,Improper contact or sharing of info,Talked to a third party about my debt,NM,87107,Web,4/29/2015,4/30/2015,Mid-Atlantic Consumer Services,Closed with explanation,Yes,Yes
1351998,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,CA,95112,Web,4/29/2015,4/29/2015,AllianceOne Recievables Management,Closed with explanation,Yes,
1352491,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,CA,90731,Web,4/29/2015,4/29/2015,GE Capital Retail,Closed with explanation,Yes,
1354178,Credit card,,APR or interest rate,,FL,33915,Web,4/29/2015,4/30/2015,JPMorgan Chase,Closed with non-monetary relief,Yes,
1352783,Bank account or service,Checking account,"Making/receiving payments, sending money",,GA,30022,Phone,4/29/2015,5/1/2015,TD Bank,Closed with monetary relief,Yes,
1353712,Debt collection,Payday loan,Improper contact or sharing of info,Contacted employer after asked not to,CT,6010,Web,4/29/2015,4/29/2015,"MNE Services, Inc",Closed with explanation,Yes,
1352708,Bank account or service,Checking account,Problems caused by my funds being low,,OH,43302,Referral,4/29/2015,5/1/2015,JPMorgan Chase,Closed with explanation,Yes,
1354881,Mortgage,Other mortgage,Other,,NY,11368,Referral,4/29/2015,5/5/2015,Nationstar Mortgage,In progress,Yes,
1352773,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,MD,20866,Web,4/29/2015,5/1/2015,TransUnion,Closed with non-monetary relief,Yes,
1352548,Credit reporting,,Incorrect information on credit report,Information is not mine,VA,20165,Web,4/29/2015,4/29/2015,Experian,Closed with explanation,Yes,
1353099,Debt collection,,Communication tactics,Frequent or repeated calls,SC,29483,Web,4/29/2015,4/29/2015,"The CBE Group, Inc.",Closed with explanation,Yes,
1351995,Credit card,,Delinquent account,,NJ,7740,Web,4/29/2015,5/1/2015,Amex,Closed with explanation,Yes,
1352298,Credit card,,Payoff process,,VA,22204,Web,4/29/2015,4/29/2015,Amex,Closed with explanation,Yes,
1351992,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,60827,Web,4/29/2015,4/29/2015,Equifax,In progress,Yes,
1353939,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,TN,37932,Web,4/29/2015,4/29/2015,Equifax,In progress,Yes,
1353196,Mortgage,VA mortgage,Settlement process and costs,,GA,30904,Web,4/29/2015,4/29/2015,Wells Fargo,In progress,Yes,
1353224,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,95842,Phone,4/29/2015,5/4/2015,Financial Credit Network Inc,Closed with explanation,Yes,
1351958,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,PA,19027,Referral,4/29/2015,5/6/2015,Ocwen,Closed with explanation,Yes,Yes
1353578,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,TX,76015,Web,4/29/2015,5/1/2015,JPMorgan Chase,In progress,Yes,
1352243,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,VA,20112,Web,4/29/2015,4/29/2015,"I.C. System, Inc.",Closed with explanation,Yes,Yes
1353121,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,VA,22151,Web,4/29/2015,4/29/2015,"I.Q. Data International, Inc.",Closed with explanation,Yes,
